dataset,date_ym,n,n_id,n_id_distinct
chess,"",10.0,10.0,10.0
chess,2000-10,10.0,10.0,10.0
chess,2001-01,50.0,50.0,50.0
chess,2001-02,10.0,10.0,10.0
chess,2001-05,10.0,10.0,10.0
chess,2001-07,10.0,10.0,10.0
chess,2001-09,10.0,10.0,10.0
chess,2001-11,10.0,10.0,10.0
chess,2001-12,10.0,10.0,10.0
chess,2011-12,10.0,10.0,10.0
chess,2018-07,10.0,0.0,0.0
chess,2019-01,10.0,10.0,10.0
chess,2019-03,10.0,10.0,10.0
chess,2019-05,10.0,10.0,10.0
chess,2019-06,10.0,10.0,10.0
chess,2019-08,10.0,10.0,10.0
chess,2019-09,10.0,10.0,10.0
chess,2019-10,10.0,10.0,10.0
chess,2019-11,15.0,15.0,15.0
chess,2019-12,40.0,40.0,40.0
chess,2020-01,160.0,160.0,150.0
chess,2020-02,390.0,390.0,350.0
chess,2020-03,8900.0,8825.0,7895.0
chess,2020-04,13695.0,13590.0,12020.0
chess,2020-05,3855.0,3835.0,3545.0
chess,2020-06,1610.0,1600.0,1445.0
chess,2020-07,535.0,530.0,505.0
chess,2020-08,495.0,490.0,430.0
chess,2020-09,1320.0,1310.0,1215.0
chess,2020-10,4235.0,4220.0,3945.0
chess,2020-11,5735.0,5710.0,5370.0
chess,2020-12,6355.0,6320.0,6005.0
chess,2021-01,11075.0,11030.0,10415.0
chess,2021-02,4090.0,4070.0,3865.0
chess,2021-03,1305.0,1295.0,1230.0
chess,2021-04,450.0,445.0,425.0
chess,2021-05,330.0,330.0,310.0
chess,2021-06,675.0,670.0,630.0
chess,2021-07,2190.0,2175.0,2080.0
chess,2021-08,2630.0,2615.0,2475.0
chess,2021-09,2275.0,2255.0,2140.0
chess,2021-10,2985.0,2965.0,2860.0
chess,2021-11,2705.0,2690.0,2610.0
chess,2021-12,3375.0,3355.0,3265.0
chess,2022-01,4345.0,4325.0,4225.0
chess,2022-02,2645.0,2635.0,2575.0
chess,2022-03,4240.0,4220.0,4120.0
chess,2022-04,3085.0,3075.0,3005.0
chess,2022-05,1210.0,1200.0,1155.0
chess,2022-06,1890.0,1885.0,1845.0
chess,2022-07,2845.0,2820.0,2740.0
chess,2022-08,1300.0,1290.0,1255.0
chess,2022-09,1020.0,1015.0,995.0
chess,2022-10,20.0,20.0,20.0
covid_antibody_testing_pillar3,2020-09,11075.0,11075.0,11035.0
covid_antibody_testing_pillar3,2020-10,87570.0,87570.0,86995.0
covid_antibody_testing_pillar3,2020-11,72265.0,72265.0,71815.0
covid_antibody_testing_pillar3,2020-12,37710.0,37710.0,37555.0
covid_antibody_testing_pillar3,2021-01,60175.0,60175.0,59720.0
covid_antibody_testing_pillar3,2021-02,28135.0,28135.0,27920.0
covid_antibody_testing_pillar3,2021-03,12135.0,12135.0,12040.0
covid_antibody_testing_pillar3,2021-04,10525.0,10525.0,10440.0
covid_antibody_testing_pillar3,2021-05,13745.0,13745.0,13610.0
covid_antibody_testing_pillar3,2021-06,23790.0,23790.0,23595.0
covid_antibody_testing_pillar3,2021-07,49720.0,49720.0,49440.0
covid_antibody_testing_pillar3,2021-08,73230.0,73230.0,60545.0
covid_antibody_testing_pillar3,2021-09,103920.0,103920.0,73870.0
covid_antibody_testing_pillar3,2021-10,162225.0,162225.0,113950.0
covid_antibody_testing_pillar3,2021-11,67260.0,67260.0,48280.0
covid_antibody_testing_pillar3,2021-12,52960.0,52960.0,38665.0
covid_antibody_testing_pillar3,2022-01,63450.0,63450.0,42390.0
covid_antibody_testing_pillar3,2022-02,10030.0,10030.0,7660.0
covid_antibody_testing_pillar3,2022-03,4860.0,4860.0,4850.0
covid_antigen_testing_pillar2,0002-04,255.0,255.0,255.0
covid_antigen_testing_pillar2,0002-05,3755.0,3755.0,3735.0
covid_antigen_testing_pillar2,2010-01,10.0,10.0,10.0
covid_antigen_testing_pillar2,2011-02,10.0,10.0,10.0
covid_antigen_testing_pillar2,2011-06,10.0,10.0,10.0
covid_antigen_testing_pillar2,2011-07,10.0,10.0,10.0
covid_antigen_testing_pillar2,2011-08,10.0,10.0,10.0
covid_antigen_testing_pillar2,2011-09,10.0,10.0,10.0
covid_antigen_testing_pillar2,2011-10,10.0,10.0,10.0
covid_antigen_testing_pillar2,2011-11,10.0,10.0,10.0
covid_antigen_testing_pillar2,2011-12,10.0,10.0,10.0
covid_antigen_testing_pillar2,2012-01,60.0,60.0,60.0
covid_antigen_testing_pillar2,2012-02,30.0,30.0,30.0
covid_antigen_testing_pillar2,2012-03,10.0,10.0,10.0
covid_antigen_testing_pillar2,2012-05,10.0,10.0,10.0
covid_antigen_testing_pillar2,2012-06,10.0,10.0,10.0
covid_antigen_testing_pillar2,2012-08,10.0,10.0,10.0
covid_antigen_testing_pillar2,2012-09,10.0,10.0,10.0
covid_antigen_testing_pillar2,2012-11,10.0,10.0,10.0
covid_antigen_testing_pillar2,2012-12,10.0,10.0,10.0
covid_antigen_testing_pillar2,2013-01,10.0,10.0,10.0
covid_antigen_testing_pillar2,2013-02,10.0,10.0,10.0
covid_antigen_testing_pillar2,2013-06,10.0,10.0,10.0
covid_antigen_testing_pillar2,2013-09,10.0,10.0,10.0
covid_antigen_testing_pillar2,2013-12,10.0,10.0,10.0
covid_antigen_testing_pillar2,2014-01,10.0,10.0,10.0
covid_antigen_testing_pillar2,2014-02,10.0,10.0,10.0
covid_antigen_testing_pillar2,2014-05,10.0,10.0,10.0
covid_antigen_testing_pillar2,2014-06,10.0,10.0,10.0
covid_antigen_testing_pillar2,2014-08,10.0,10.0,10.0
covid_antigen_testing_pillar2,2014-09,10.0,10.0,10.0
covid_antigen_testing_pillar2,2014-10,10.0,10.0,10.0
covid_antigen_testing_pillar2,2014-11,10.0,10.0,10.0
covid_antigen_testing_pillar2,2014-12,10.0,10.0,10.0
covid_antigen_testing_pillar2,2015-01,10.0,10.0,10.0
covid_antigen_testing_pillar2,2015-02,10.0,10.0,10.0
covid_antigen_testing_pillar2,2015-03,10.0,10.0,10.0
covid_antigen_testing_pillar2,2015-04,10.0,10.0,10.0
covid_antigen_testing_pillar2,2015-06,10.0,10.0,10.0
covid_antigen_testing_pillar2,2015-12,10.0,10.0,10.0
covid_antigen_testing_pillar2,2016-01,10.0,10.0,10.0
covid_antigen_testing_pillar2,2016-02,10.0,10.0,10.0
covid_antigen_testing_pillar2,2016-03,10.0,10.0,10.0
covid_antigen_testing_pillar2,2016-05,10.0,10.0,10.0
covid_antigen_testing_pillar2,2016-06,10.0,10.0,10.0
covid_antigen_testing_pillar2,2016-10,10.0,10.0,10.0
covid_antigen_testing_pillar2,2016-11,10.0,10.0,10.0
covid_antigen_testing_pillar2,2017-01,10.0,10.0,10.0
covid_antigen_testing_pillar2,2017-02,10.0,10.0,10.0
covid_antigen_testing_pillar2,2017-03,10.0,10.0,10.0
covid_antigen_testing_pillar2,2017-05,10.0,10.0,10.0
covid_antigen_testing_pillar2,2017-07,10.0,10.0,10.0
covid_antigen_testing_pillar2,2017-08,10.0,10.0,10.0
covid_antigen_testing_pillar2,2017-12,10.0,10.0,10.0
covid_antigen_testing_pillar2,2018-01,10.0,10.0,10.0
covid_antigen_testing_pillar2,2018-03,10.0,10.0,10.0
covid_antigen_testing_pillar2,2018-04,10.0,10.0,10.0
covid_antigen_testing_pillar2,2018-07,10.0,10.0,10.0
covid_antigen_testing_pillar2,2018-08,10.0,10.0,10.0
covid_antigen_testing_pillar2,2018-10,10.0,10.0,10.0
covid_antigen_testing_pillar2,2018-11,10.0,10.0,10.0
covid_antigen_testing_pillar2,2018-12,10.0,10.0,10.0
covid_antigen_testing_pillar2,2019-01,10.0,10.0,10.0
covid_antigen_testing_pillar2,2019-02,10.0,10.0,10.0
covid_antigen_testing_pillar2,2019-03,10.0,10.0,10.0
covid_antigen_testing_pillar2,2019-04,10.0,10.0,10.0
covid_antigen_testing_pillar2,2019-06,10.0,10.0,10.0
covid_antigen_testing_pillar2,2019-07,10.0,10.0,10.0
covid_antigen_testing_pillar2,2019-08,10.0,10.0,10.0
covid_antigen_testing_pillar2,2019-09,10.0,10.0,10.0
covid_antigen_testing_pillar2,2019-10,10.0,10.0,10.0
covid_antigen_testing_pillar2,2019-11,10.0,10.0,10.0
covid_antigen_testing_pillar2,2019-12,10.0,10.0,10.0
covid_antigen_testing_pillar2,2020-01,1735.0,1730.0,1730.0
covid_antigen_testing_pillar2,2020-02,295.0,295.0,295.0
covid_antigen_testing_pillar2,2020-03,75.0,75.0,75.0
covid_antigen_testing_pillar2,2020-04,130290.0,129915.0,128650.0
covid_antigen_testing_pillar2,2020-05,1029520.0,1028950.0,966550.0
covid_antigen_testing_pillar2,2020-06,1169705.0,1169585.0,1077090.0
covid_antigen_testing_pillar2,2020-07,1860990.0,1860990.0,1520510.0
covid_antigen_testing_pillar2,2020-08,2710305.0,2710300.0,2139035.0
covid_antigen_testing_pillar2,2020-09,3845700.0,3845700.0,2827605.0
covid_antigen_testing_pillar2,2020-10,4989775.0,4989775.0,3579485.0
covid_antigen_testing_pillar2,2020-11,5513530.0,5513530.0,3891305.0
covid_antigen_testing_pillar2,2020-12,7931850.0,7931505.0,5499595.0
covid_antigen_testing_pillar2,2021-01,1.2816405E7,1.2812135E7,6877740.0
covid_antigen_testing_pillar2,2021-02,1.343657E7,1.3433115E7,5071830.0
covid_antigen_testing_pillar2,2021-03,3.2728785E7,3.271547E7,9387525.0
covid_antigen_testing_pillar2,2021-04,2.5315665E7,2.531563E7,7571085.0
covid_antigen_testing_pillar2,2021-05,2.4995895E7,2.499588E7,7420715.0
covid_antigen_testing_pillar2,2021-06,2.5360565E7,2.5360535E7,8393385.0
covid_antigen_testing_pillar2,2021-07,2.700356E7,2.7003535E7,1.0204875E7
covid_antigen_testing_pillar2,2021-08,2.055212E7,2.0552105E7,8036280.0
covid_antigen_testing_pillar2,2021-09,2.807332E7,2.807332E7,1.080022E7
covid_antigen_testing_pillar2,2021-10,2.4281225E7,2.4281225E7,9400665.0
covid_antigen_testing_pillar2,2021-11,2.4322735E7,2.4322735E7,9240765.0
covid_antigen_testing_pillar2,2021-12,3.825387E7,3.825387E7,1.3625675E7
covid_antigen_testing_pillar2,2022-01,3.9501765E7,3.9501765E7,1.2492475E7
covid_antigen_testing_pillar2,2022-02,2.1644535E7,2.1644535E7,6615985.0
covid_antigen_testing_pillar2,2022-03,1.8251815E7,1.8251815E7,5587605.0
covid_antigen_testing_pillar2,2022-04,8944545.0,8944545.0,2817925.0
covid_antigen_testing_pillar2,2022-05,4980015.0,4980015.0,1557745.0
covid_antigen_testing_pillar2,2022-06,4253425.0,4253425.0,1458485.0
covid_antigen_testing_pillar2,2022-07,4968450.0,4968450.0,1646190.0
covid_antigen_testing_pillar2,2022-08,3244350.0,3244350.0,1029280.0
covid_antigen_testing_pillar2,2022-09,1405750.0,1405750.0,657070.0
covid_antigen_testing_pillar2,2022-10,1569180.0,1569180.0,679015.0
covid_antigen_testing_pillar2,2022-11,551160.0,551155.0,286140.0
deaths,"",800.0,160.0,160.0
deaths,0993-03,10.0,10.0,10.0
deaths,1922-09,10.0,0.0,0.0
deaths,1933-03,10.0,0.0,0.0
deaths,1933-05,10.0,0.0,0.0
deaths,1933-08,10.0,0.0,0.0
deaths,1933-10,10.0,0.0,0.0
deaths,1939-10,10.0,0.0,0.0
deaths,1940-08,10.0,10.0,10.0
deaths,1940-09,10.0,0.0,0.0
deaths,1941-02,10.0,0.0,0.0
deaths,1942-08,10.0,0.0,0.0
deaths,1943-03,10.0,10.0,10.0
deaths,1945-03,10.0,10.0,10.0
deaths,1951-01,10.0,10.0,10.0
deaths,1955-04,10.0,10.0,10.0
deaths,1959-01,10.0,0.0,0.0
deaths,1961-12,10.0,10.0,10.0
deaths,1963-05,10.0,0.0,0.0
deaths,1965-06,10.0,10.0,10.0
deaths,1965-09,10.0,10.0,10.0
deaths,1967-01,10.0,10.0,10.0
deaths,1971-02,10.0,10.0,10.0
deaths,1971-07,10.0,10.0,10.0
deaths,1973-01,10.0,10.0,10.0
deaths,1973-10,10.0,10.0,10.0
deaths,1974-12,10.0,10.0,10.0
deaths,1975-01,10.0,10.0,10.0
deaths,1976-04,10.0,10.0,10.0
deaths,1978-12,10.0,10.0,10.0
deaths,1980-07,10.0,10.0,10.0
deaths,1980-11,10.0,10.0,10.0
deaths,1980-12,10.0,10.0,10.0
deaths,1981-04,10.0,10.0,10.0
deaths,1981-07,10.0,10.0,10.0
deaths,1982-06,10.0,10.0,10.0
deaths,1982-12,10.0,10.0,10.0
deaths,1983-02,10.0,10.0,10.0
deaths,1983-04,10.0,10.0,10.0
deaths,1983-05,10.0,0.0,0.0
deaths,1983-08,10.0,0.0,0.0
deaths,1983-09,10.0,10.0,10.0
deaths,1983-11,10.0,0.0,0.0
deaths,1983-12,10.0,0.0,0.0
deaths,1984-02,10.0,10.0,10.0
deaths,1984-03,10.0,10.0,10.0
deaths,1984-06,10.0,10.0,10.0
deaths,1984-09,10.0,10.0,10.0
deaths,1985-01,10.0,10.0,10.0
deaths,1985-02,10.0,10.0,10.0
deaths,1985-04,10.0,10.0,10.0
deaths,1985-09,10.0,10.0,10.0
deaths,1985-11,10.0,10.0,10.0
deaths,1986-01,10.0,10.0,10.0
deaths,1986-04,10.0,0.0,0.0
deaths,1986-06,10.0,10.0,10.0
deaths,1986-09,10.0,10.0,10.0
deaths,1986-11,10.0,10.0,10.0
deaths,1986-12,10.0,10.0,10.0
deaths,1987-02,10.0,10.0,10.0
deaths,1987-06,10.0,10.0,10.0
deaths,1987-10,10.0,0.0,0.0
deaths,1987-12,10.0,10.0,10.0
deaths,1988-02,10.0,10.0,10.0
deaths,1988-03,10.0,10.0,10.0
deaths,1988-04,10.0,10.0,10.0
deaths,1988-06,10.0,10.0,10.0
deaths,1989-03,10.0,0.0,0.0
deaths,1989-04,95.0,95.0,95.0
deaths,1989-07,10.0,10.0,10.0
deaths,1989-08,10.0,10.0,10.0
deaths,1989-09,10.0,10.0,10.0
deaths,1989-10,10.0,0.0,0.0
deaths,1989-11,10.0,10.0,10.0
deaths,1990-01,10.0,10.0,10.0
deaths,1990-02,10.0,10.0,10.0
deaths,1990-03,10.0,10.0,10.0
deaths,1990-04,10.0,10.0,10.0
deaths,1990-05,10.0,10.0,10.0
deaths,1990-06,10.0,10.0,10.0
deaths,1990-07,10.0,10.0,10.0
deaths,1990-08,10.0,10.0,10.0
deaths,1990-09,10.0,10.0,10.0
deaths,1990-10,10.0,10.0,10.0
deaths,1990-11,10.0,10.0,10.0
deaths,1990-12,10.0,10.0,10.0
deaths,1991-01,10.0,0.0,0.0
deaths,1991-02,10.0,10.0,10.0
deaths,1991-03,10.0,10.0,10.0
deaths,1991-04,10.0,10.0,10.0
deaths,1991-05,10.0,10.0,10.0
deaths,1991-06,10.0,10.0,10.0
deaths,1991-07,10.0,10.0,10.0
deaths,1991-08,10.0,10.0,10.0
deaths,1991-09,10.0,10.0,10.0
deaths,1991-10,15.0,10.0,10.0
deaths,1991-11,20.0,15.0,15.0
deaths,1991-12,25.0,20.0,20.0
deaths,1992-01,35.0,20.0,20.0
deaths,1992-02,35.0,15.0,15.0
deaths,1992-03,55.0,40.0,35.0
deaths,1992-04,60.0,50.0,45.0
deaths,1992-05,115.0,90.0,90.0
deaths,1992-06,140.0,120.0,120.0
deaths,1992-07,210.0,185.0,185.0
deaths,1992-08,325.0,295.0,295.0
deaths,1992-09,475.0,425.0,425.0
deaths,1992-10,800.0,715.0,710.0
deaths,1992-11,1155.0,1040.0,1035.0
deaths,1992-12,4865.0,4470.0,4470.0
deaths,1993-01,54900.0,51495.0,51480.0
deaths,1993-02,45150.0,42355.0,42330.0
deaths,1993-03,51595.0,48575.0,48555.0
deaths,1993-04,47950.0,44925.0,44900.0
deaths,1993-05,45195.0,42425.0,42400.0
deaths,1993-06,42180.0,39545.0,39535.0
deaths,1993-07,42665.0,40065.0,40030.0
deaths,1993-08,43165.0,40670.0,40650.0
deaths,1993-09,42735.0,40225.0,40215.0
deaths,1993-10,48850.0,45995.0,45970.0
deaths,1993-11,55150.0,51820.0,51805.0
deaths,1993-12,58895.0,55230.0,55215.0
deaths,1994-01,55440.0,52160.0,52140.0
deaths,1994-02,46580.0,44105.0,44095.0
deaths,1994-03,47745.0,45205.0,45195.0
deaths,1994-04,45000.0,42590.0,42575.0
deaths,1994-05,44585.0,42210.0,42195.0
deaths,1994-06,43190.0,40890.0,40880.0
deaths,1994-07,42925.0,40685.0,40670.0
deaths,1994-08,41680.0,39355.0,39340.0
deaths,1994-09,42615.0,40410.0,40400.0
deaths,1994-10,46705.0,44305.0,44290.0
deaths,1994-11,44210.0,42035.0,42020.0
deaths,1994-12,52445.0,49800.0,49785.0
deaths,1995-01,55520.0,52905.0,52890.0
deaths,1995-02,46030.0,43845.0,43825.0
deaths,1995-03,50155.0,47840.0,47825.0
deaths,1995-04,45870.0,43750.0,43740.0
deaths,1995-05,46005.0,43885.0,43875.0
deaths,1995-06,43265.0,41270.0,41255.0
deaths,1995-07,43385.0,41430.0,41420.0
deaths,1995-08,42635.0,40740.0,40725.0
deaths,1995-09,41710.0,39855.0,39845.0
deaths,1995-10,45615.0,43705.0,43695.0
deaths,1995-11,49120.0,47030.0,47015.0
deaths,1995-12,61035.0,58420.0,58400.0
deaths,1996-01,59340.0,56820.0,56810.0
deaths,1996-02,48750.0,46870.0,46855.0
deaths,1996-03,47735.0,45940.0,45920.0
deaths,1996-04,44800.0,43235.0,43220.0
deaths,1996-05,44855.0,43310.0,43285.0
deaths,1996-06,41815.0,40420.0,40410.0
deaths,1996-07,42755.0,41290.0,41275.0
deaths,1996-08,41405.0,40090.0,40085.0
deaths,1996-09,41930.0,40555.0,40545.0
deaths,1996-10,44350.0,42840.0,42835.0
deaths,1996-11,45455.0,44135.0,44130.0
deaths,1996-12,57620.0,56125.0,56115.0
deaths,1997-01,68805.0,68660.0,68650.0
deaths,1997-02,47340.0,47335.0,47330.0
deaths,1997-03,45835.0,45835.0,45830.0
deaths,1997-04,43685.0,43685.0,43680.0
deaths,1997-05,43590.0,43585.0,43575.0
deaths,1997-06,41385.0,41385.0,41380.0
deaths,1997-07,42005.0,42005.0,42000.0
deaths,1997-08,41525.0,41525.0,41520.0
deaths,1997-09,41005.0,41000.0,41000.0
deaths,1997-10,44690.0,44690.0,44685.0
deaths,1997-11,45690.0,45690.0,45685.0
deaths,1997-12,50540.0,50540.0,50540.0
deaths,1998-01,51325.0,51325.0,51315.0
deaths,1998-02,45690.0,45685.0,45680.0
deaths,1998-03,49910.0,49905.0,49900.0
deaths,1998-04,47340.0,47340.0,47335.0
deaths,1998-05,44300.0,44300.0,44295.0
deaths,1998-06,41875.0,41875.0,41870.0
deaths,1998-07,42605.0,42605.0,42600.0
deaths,1998-08,41955.0,41950.0,41950.0
deaths,1998-09,41500.0,41495.0,41495.0
deaths,1998-10,45495.0,45490.0,45490.0
deaths,1998-11,45650.0,45650.0,45645.0
deaths,1998-12,58325.0,58320.0,58315.0
deaths,1999-01,64770.0,64765.0,64760.0
deaths,1999-02,46705.0,46705.0,46700.0
deaths,1999-03,47725.0,47720.0,47710.0
deaths,1999-04,42575.0,42575.0,42570.0
deaths,1999-05,42370.0,42370.0,42365.0
deaths,1999-06,40805.0,40805.0,40800.0
deaths,1999-07,41070.0,41070.0,41060.0
deaths,1999-08,41245.0,41245.0,41240.0
deaths,1999-09,40330.0,40325.0,40315.0
deaths,1999-10,44345.0,44345.0,44340.0
deaths,1999-11,43985.0,43985.0,43980.0
deaths,1999-12,61265.0,61265.0,61260.0
deaths,2000-01,66615.0,66605.0,66600.0
deaths,2000-02,44475.0,44475.0,44475.0
deaths,2000-03,44285.0,44285.0,44275.0
deaths,2000-04,42995.0,42995.0,42990.0
deaths,2000-05,41750.0,41750.0,41740.0
deaths,2000-06,40665.0,40665.0,40660.0
deaths,2000-07,41125.0,41125.0,41120.0
deaths,2000-08,39835.0,39830.0,39825.0
deaths,2000-09,39205.0,39205.0,39200.0
deaths,2000-10,43340.0,43340.0,43340.0
deaths,2000-11,44470.0,44470.0,44465.0
deaths,2000-12,48045.0,48040.0,48035.0
deaths,2001-01,52095.0,52090.0,52080.0
deaths,2001-02,44470.0,44465.0,44460.0
deaths,2001-03,48650.0,48650.0,48635.0
deaths,2001-04,43960.0,43955.0,43945.0
deaths,2001-05,43575.0,43570.0,43565.0
deaths,2001-06,40920.0,40920.0,40915.0
deaths,2001-07,41600.0,41600.0,41595.0
deaths,2001-08,40215.0,40210.0,40205.0
deaths,2001-09,40660.0,40660.0,40650.0
deaths,2001-10,42300.0,42300.0,42295.0
deaths,2001-11,43680.0,43680.0,43670.0
deaths,2001-12,49590.0,49580.0,49575.0
deaths,2002-01,55375.0,55375.0,55365.0
deaths,2002-02,43765.0,43765.0,43765.0
deaths,2002-03,46645.0,46640.0,46635.0
deaths,2002-04,43440.0,43435.0,43435.0
deaths,2002-05,42780.0,42770.0,42760.0
deaths,2002-06,41090.0,41080.0,41070.0
deaths,2002-07,42140.0,42135.0,42125.0
deaths,2002-08,40605.0,40590.0,40580.0
deaths,2002-09,40395.0,40365.0,40365.0
deaths,2002-10,44890.0,44855.0,44845.0
deaths,2002-11,43710.0,43690.0,43685.0
deaths,2002-12,50490.0,50475.0,50470.0
deaths,2003-01,51435.0,51435.0,51425.0
deaths,2003-02,44505.0,44505.0,44495.0
deaths,2003-03,47220.0,47220.0,47215.0
deaths,2003-04,44930.0,44930.0,44925.0
deaths,2003-05,43610.0,43610.0,43605.0
deaths,2003-06,40025.0,40020.0,40015.0
deaths,2003-07,41255.0,41255.0,41245.0
deaths,2003-08,42825.0,42820.0,42810.0
deaths,2003-09,40385.0,40385.0,40365.0
deaths,2003-10,44850.0,44845.0,44815.0
deaths,2003-11,47550.0,47550.0,47540.0
deaths,2003-12,51785.0,51780.0,51775.0
deaths,2004-01,52345.0,52345.0,52330.0
deaths,2004-02,43120.0,43120.0,43110.0
deaths,2004-03,45315.0,45315.0,45310.0
deaths,2004-04,41575.0,41575.0,41565.0
deaths,2004-05,41480.0,41480.0,41475.0
deaths,2004-06,39435.0,39435.0,39430.0
deaths,2004-07,40195.0,40195.0,40190.0
deaths,2004-08,39975.0,39970.0,39965.0
deaths,2004-09,39020.0,39015.0,39015.0
deaths,2004-10,42400.0,42395.0,42385.0
deaths,2004-11,41355.0,41345.0,41345.0
deaths,2004-12,48610.0,48605.0,48595.0
deaths,2005-01,52255.0,52255.0,52245.0
deaths,2005-02,44605.0,44600.0,44600.0
deaths,2005-03,49125.0,49125.0,49110.0
deaths,2005-04,42680.0,42675.0,42665.0
deaths,2005-05,42405.0,42405.0,42400.0
deaths,2005-06,39085.0,39085.0,39075.0
deaths,2005-07,39125.0,39120.0,39115.0
deaths,2005-08,38905.0,38905.0,38895.0
deaths,2005-09,37315.0,37305.0,37300.0
deaths,2005-10,40695.0,40690.0,40680.0
deaths,2005-11,41445.0,41445.0,41435.0
deaths,2005-12,47545.0,47540.0,47530.0
deaths,2006-01,47605.0,47590.0,47580.0
deaths,2006-02,43145.0,43135.0,43125.0
deaths,2006-03,47895.0,47885.0,47875.0
deaths,2006-04,42925.0,42915.0,42905.0
deaths,2006-05,40820.0,40810.0,40810.0
deaths,2006-06,39495.0,39490.0,39485.0
deaths,2006-07,40390.0,40375.0,40370.0
deaths,2006-08,38190.0,38180.0,38170.0
deaths,2006-09,37130.0,37120.0,37110.0
deaths,2006-10,40580.0,40575.0,40565.0
deaths,2006-11,41715.0,41705.0,41695.0
deaths,2006-12,44550.0,44530.0,44520.0
deaths,2007-01,47675.0,47670.0,47660.0
deaths,2007-02,45125.0,45120.0,45115.0
deaths,2007-03,44980.0,44970.0,44960.0
deaths,2007-04,41685.0,41660.0,41645.0
deaths,2007-05,40745.0,40730.0,40720.0
deaths,2007-06,38545.0,38530.0,38525.0
deaths,2007-07,38990.0,38980.0,38975.0
deaths,2007-08,38700.0,38685.0,38675.0
deaths,2007-09,37655.0,37645.0,37640.0
deaths,2007-10,41085.0,41080.0,41075.0
deaths,2007-11,42480.0,42475.0,42465.0
deaths,2007-12,48330.0,48325.0,48320.0
deaths,2008-01,49000.0,48995.0,48985.0
deaths,2008-02,42330.0,42320.0,42315.0
deaths,2008-03,44910.0,44900.0,44895.0
deaths,2008-04,43405.0,43400.0,43400.0
deaths,2008-05,40515.0,40510.0,40500.0
deaths,2008-06,37460.0,37460.0,37455.0
deaths,2008-07,38600.0,38595.0,38590.0
deaths,2008-08,37280.0,37280.0,37275.0
deaths,2008-09,37240.0,37235.0,37230.0
deaths,2008-10,41360.0,41355.0,41355.0
deaths,2008-11,42465.0,42460.0,42455.0
deaths,2008-12,54545.0,54540.0,54535.0
deaths,2009-01,54020.0,54020.0,54015.0
deaths,2009-02,41100.0,41100.0,41090.0
deaths,2009-03,41860.0,41855.0,41850.0
deaths,2009-04,39355.0,39355.0,39350.0
deaths,2009-05,39045.0,39040.0,39035.0
deaths,2009-06,36695.0,36690.0,36680.0
deaths,2009-07,36930.0,36925.0,36920.0
deaths,2009-08,36595.0,36585.0,36585.0
deaths,2009-09,36640.0,36630.0,36630.0
deaths,2009-10,40985.0,40980.0,40980.0
deaths,2009-11,40550.0,40540.0,40540.0
deaths,2009-12,46845.0,46840.0,46835.0
deaths,2010-01,49820.0,49815.0,49815.0
deaths,2010-02,40860.0,40850.0,40845.0
deaths,2010-03,42435.0,42420.0,42420.0
deaths,2010-04,39770.0,39755.0,39755.0
deaths,2010-05,39870.0,39855.0,39850.0
deaths,2010-06,37335.0,37320.0,37315.0
deaths,2010-07,36855.0,36845.0,36840.0
deaths,2010-08,37190.0,37175.0,37175.0
deaths,2010-09,37480.0,37470.0,37470.0
deaths,2010-10,41125.0,41115.0,41110.0
deaths,2010-11,40900.0,40890.0,40885.0
deaths,2010-12,50865.0,50855.0,50850.0
deaths,2011-01,49250.0,49240.0,49240.0
deaths,2011-02,38735.0,38730.0,38725.0
deaths,2011-03,42520.0,42515.0,42505.0
deaths,2011-04,39835.0,39820.0,39820.0
deaths,2011-05,39330.0,39310.0,39305.0
deaths,2011-06,37295.0,37290.0,37285.0
deaths,2011-07,37660.0,37645.0,37640.0
deaths,2011-08,37275.0,37260.0,37260.0
deaths,2011-09,36980.0,36965.0,36955.0
deaths,2011-10,39410.0,39405.0,39400.0
deaths,2011-11,39585.0,39570.0,39565.0
deaths,2011-12,46420.0,46410.0,46405.0
deaths,2012-01,45565.0,45540.0,45535.0
deaths,2012-02,44795.0,44785.0,44780.0
deaths,2012-03,44260.0,44235.0,44235.0
deaths,2012-04,42170.0,42150.0,42145.0
deaths,2012-05,41650.0,41640.0,41640.0
deaths,2012-06,38040.0,38020.0,38015.0
deaths,2012-07,38885.0,38860.0,38855.0
deaths,2012-08,38415.0,38400.0,38400.0
deaths,2012-09,37800.0,37780.0,37775.0
deaths,2012-10,41625.0,41600.0,41600.0
deaths,2012-11,41300.0,41285.0,41285.0
deaths,2012-12,48620.0,48615.0,48610.0
deaths,2013-01,49760.0,49730.0,49730.0
deaths,2013-02,43920.0,43890.0,43890.0
deaths,2013-03,49380.0,49355.0,49355.0
deaths,2013-04,45610.0,45585.0,45580.0
deaths,2013-05,41235.0,41215.0,41215.0
deaths,2013-06,37365.0,37345.0,37345.0
deaths,2013-07,37730.0,37705.0,37700.0
deaths,2013-08,37095.0,37075.0,37070.0
deaths,2013-09,37385.0,37365.0,37365.0
deaths,2013-10,40475.0,40455.0,40455.0
deaths,2013-11,40595.0,40580.0,40575.0
deaths,2013-12,45120.0,45110.0,45110.0
deaths,2014-01,45245.0,45245.0,45245.0
deaths,2014-02,40850.0,40850.0,40850.0
deaths,2014-03,42730.0,42725.0,42720.0
